index,text,happinness,sadness,Soledad,Ilusión,Ensoñación,Grandiosidad ,Orgullo,Irritabilidad,Ansiedad,Ira,Inestabilidad,Idealización,Depresión ,Desilusión,Aversión ,Inseguridad,Impotencia,Vulnerabilidad,Temor,Obsesión,Compulsión,Prejuicio,Dramatización,valence,arousal,anger,fear,disgust,concreteness,imageability,context availability
75,"¡Cuántas veces fugaz la Primavera
vistió de flores mil el campo abierto,
hora tornado en árido desierto,
ni sombra ya de lo que en Mayo fuera!

En tanto aquella flor, la flor primera,
logro de afanes en cerrado huerto,
ve trocada el colono en fruto cierto,
de árboles mil semilla duradera.

¡Así la juventud! ¡Así la vida!
La que en vanos placeres se consume,
olvidada a la tarde desfallece:

en tanto que la fiel y recogida
que a un solo amor consagra su perfume,
más allá de la tumba reverdece.

",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,3,2.0,2.0,1.0,2.0,3.0,3.0,3.0
76,"Sin ti...¡cuán negra y angustiosa y larga
pasé la noche toda, amada mía!
¡Sin ti me encuentra el implacable día;
sin ti y en honda soledad amarga!

Ya el sueño, que mis párpados embarga,
sin ti mis pasos hacia el lecho guía;
y pues no estás en él, en él querría
dejar por siempre del vivir la carga.

Pero ¿quién eres tú? ¿Luz postrimera
eres del bien perdido, o vaga sombra
de un nuevo bien que al porvenir demando?

No sé, no sé quién eres. «Compañera»
te llama el corazón cuando te nombra,
y las noches sin ti paso llorando.

",1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1,3.0,1.0,2.0,1.0,2.0,1.0,1.0
77,"Solo, negado, escarnecido, muerto,
enclavado en la Cruz, ¡oh Jesús mío!
la frente inclinas sobre el mundo impío,
en la cumbre del Gólgota desierto.

Ebrio, entre tanto, y de baldón cubierto,
el mortal, en su infame desvarío,
adora una beldad de aliento frío,
pálida y mustia cual cadáver yerto.

¡Perdónalo, Señor! Que si en tal hora
la majestad de tu dolor ultraja
e ingrato y loco tu pasión olvida,

su espíritu inmortal se agita y llora
por sacudir del cuerpo la mortaja...
y vive en él como enterrado en vida!

",1,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,2,2.0,3.0,2.0,3.0,3.0,2.0,2.0
78,"Mendigo: tu blasfemia me estremece...
Deja que olvide a Dios el venturoso;
pero tu labio hambriento y asqueroso
con renovada fe bendiga y rece:

Todo, menos su Dios, le pertenece
al opulento, sano y poderoso,
y el pobre, enfermo, triste y haraposo,
de todo, excepto de su Dios, carece

Dios es al cabo el único enemigo
del vano, del audaz, del sibarita,
y la sola esperanza, el solo amigo

del que llora, padece y necesita...
¡Sin Dios, el universo se anonada!
¡Sin Dios, el rico es Dios, y el pobre nada!

",1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2,3.0,3.0,1.0,3.0,3.0,3.0,3.0
79,"No lágrimas merece la memoria
del que justo vivió y honrado muere,
ni gritos de venganza el alma quiere,
si escucha ya los cánticos de gloria.

Quien al caer, cual víctima expiatoria,
perdona generoso al que le hiere,
cándidas flores del amor espere,
sacras, más que le laurel de la victoria.

Hoy esas flores tejen tu diadema
y adornan tu callada sepultura,
como ayer adornaban tu camino:

Ellas de tu virtud son el emblema...
¡Así dejaran su semilla pura
en el alma del bárbaro asesino!

",1,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1.0,1.0,0.0,0.0,1.0,0.0,2,3.0,3.0,2.0,3.0,2.0,1.0,1.0
80,"Duro es tu corazón como el granito;
mi corazón como la cera tierno:
verano ardiente soy; tú helado invierno;
tú nieve eterna; fuego yo infinito.

Yo me acerco a tu nieve, y no tirito;
antes crece la furia de este infierno;
y hiélate a ti más mi fuego eterno,
y ni me apagas ¡ay! ni te derrito.

¿Cómo encuentro calor donde no hay llama?
¿Cómo no da calor la llama mía?
¿Cómo mi incendio tu esquivez no inflama?

¿Cómo tu hielo mi pasión no enfría?
¡Oh! ¿por qué no nos hizo el hado aleve,
o de fuego a los dos, o a ambos de nieve?

",1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,2,2.0,2.0,2.0,1.0,2.0,1.0,1.0
81,"Soltero y coronel te he conocido;
de brigadier y novio te he tratado:
hoy eres, que yo sepa, diputado,
general, director, padre y marido.

En la paz y en la guerra siempre he sido
tu amigo, tu cronista, o tu soldado,
y hoy me siento en las Cortes a tu lado,
a seguirte al infierno decidido.

Pues bien (dicho inter nos aquesto sea)
jamás te hallé tan grande y tan hermoso
(ni en medio de las bombas y granadas)

como al verte, a la vuelta de Alcolea,
embelesado padre y fiel esposo,
recrearte en tus prendas adoradas.

",2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,1.0,1.0,1.0,4.0,4.0,4.0
82,"Fumaba yo, tendido en mi butaca,
cuando, al sopor de plácido mareo,
mis sueños de oro realizarse veo
del humo denso entre la niebla opaca.

Mas ni la gloria mi ambición aplaca,
ni nada calma mi febril deseo
hasta que, envuelta por el aire, creo
verte mecida en vaporosa hamaca.

Corro hacia ti, mi corazón te evoca,
y cuando el fuego de tu amor me hechiza
y van mis labios a sellar tu boca,

de ellos, ¡ay!, el cigarro se desliza
y sólo queda, de ilusión tan loca,
humo en el aire y, a mis pies... ceniza.

",1,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,3,3.0,1.0,1.0,1.0,1.0,1.0,1.0
83,"«¡Quiero sol!» Moribunda dijo un día
una palmera que en umbroso huerto,
amortajada en su ramaje yerto,
cual alma sin amor languidecía.

Y elevando sus ramas con porfía,
descubrió al fin su copa el campo abierto,
y vio marchita, en medio del desierto,
otra palmera que de sed moría.

«¡Quiero sombra!» Decía esta palmera,
gimiendo por un soplo de frescura.
«¡Quiero sol!» Repetía la primera...

Y de ambas condolida el aura pura,
compaginó las cosas de manera
que gozaron de igual temperatura.

",3,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,3,3.0,1.0,1.0,1.0,3.0,4.0,3.0
84,"Como, en verano, inútil el rocío
truécase en nube que disipa el viento;
así del noble vate el sentimiento
espiraba sin eco en el vacío.

Y cual la nube en lluvia y ésta en río
trueca de abril el generoso aliento,
tal, realizado en celestial portento,
miró el cantor su vago desvarío.

Tú, gentil Isabel, tierna y piadosa,
tú del paterno amor, tú de su alma,
de sus dolores tú fuiste nacida:

y eres amor en que su fe reposa,
dulce tristeza que las suyas calma,
numen del arte, ensueño de su vida.

",3,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,4,2.0,1.0,1.0,1.0,3.0,3.0,3.0
85,"¡Cuán airosa y ufana en la corrida
irá la noble fiera, engalanada
con tan bella divisa, regalada
por tan ilustre dama y tan garrida!

Cárdena sangre de la oculta herida
matizará la seda recamada,
y aun el toro, al mirarla disputada,
más sentirá el perderla que la vida.

¡Oh, si al coger la codiciada prenda,
tu corazón ganara y tu albedrío
el esforzado justador! ¡Oh gloria!

¡Todos fueran al par en la contienda!
Y yo ante todos redoblando el brío,
diera la vida allí por la victoria.

",1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,3,2.0,1.0,2.0,1.0,2.0,1.0,1.0
86,"La palma audaz que en el desierto crece
hospitalaria acoge al caminante:
grata sombra le presta, y abundante,
sabroso fruto pródiga le ofrece.

Al son del huracán fiera se mece,
y cuanto recia más, más arrogante
resiste, y más hermosa y elegante
en los azares de la lid parece.

Premio de la virtud es cada rama
del árbol inmortal, don a que aspira
el que trueca su paz por la victoria.

Y ese don eres tú, perfecta dama,
para el esposo que en tu amor se inspira,
viendo en ti misma a tu rival la Gloria.

",2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,4,1.0,1.0,1.0,1.0,3.0,3.0,3.0
87,"Estoy, señor, de mí tan desprendida,
y de toda afición tan apartada,
que, por el don que os intereso, nada
sacrificar pudiera agradecida.

Voto os hiciera de dejar la vida,
si antes no fuera vuestra, y tan cuitada,
que, al perderla, creyérame premiada
con no vivir y verme a Vos unida.

Mas, pues no hay meritorio sacrificio
en quien vive sin dichas, yo os ofrezco,
si volvéis la salud al moribundo,

ceñirme la existencia cual silicio,
codiciar una vida que aborrezco,
abrazarme a la cruz de aqueste mundo.

",1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,2,3.0,3.0,1.0,2.0,2.0,1.0,1.0
88,"¡Sólo tú por dos veces el imperio!
¡oh Roma! ¡Has ejercido en las edades!
¡Sólo tú de dos ínclitas ciudades
envuelves en la púrpura el misterio!

Dos veces asombrado el hemisferio
contempló tus grandeza o tus maldades,
según fueron del orbe potestades
León o Borgia, César o Tiberio.

De Persépolis, Ninive y Cartago
queda más que fúnebres ruinas,
cálida arena y solitarias palmas:

¡y tú inmortal en medio del estrago,
al perecer las águilas latinas,
conquistaste el imperio de las almas!

",1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4,2.0,1.0,1.0,1.0,2.0,1.0,1.0
89,"El gallo canta... y la mañana impía
despierta con su luz a los humanos,
haciéndoles trocar delirios vanos
por el forzoso afán de un nuevo día.

Tornan, pues, a embestirles con porfía
la ambición y el amor, fieros tiranos,
los ímprobos trabajos cotidianos...
la deuda, el jefe, el tedio, la manía...

Y, en tanto, el amador desposeído,
que en sueños compartía la almohada
con tal o cual mujer que hubo querido,

el implacable día lo despierta
para hacerle mirar a su ex amada
vieja, casada, monja loca o muerta.

",1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,2,2.0,3.0,1.0,3.0,2.0,1.0,1.0
90,"Una sultana del remoto Oriente
vio en los bosques, un día que cazaba,
una llama que rápida esquivaba
de jauría fiera el aguzado diente.

Rendida, al fin, la reina no consiente
que la muerte le den, que ya esperaba,
y a su palacio la conduce esclava
donde la cuida tierna y diligente.

Si antes huraña, al cabo agradecida,
fue olvidando la llama la honda pena
con que lloró su libertad perdida.

Amor, que la existencia me envenena,
quiero que pase mi doliente vida,
besando el hierro de fatal cadena.

",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1,1.0,1.0,0.0,0.0,0.0,1.0,2,2.0,2.0,2.0,3.0,2.0,2.0,2.0
91,"A la concha de Venus amarrado
y al recio galopar de los tritones,
por formar comités para elecciones
cual César, cruza el mar alborotado.

Neptuno, que estará subvencionado,
en redes de cristal tiende traiciones,
y del agua salobre cien montones
arroja sobre el nauta atribulado.

Mas todo su furor aquí no basta;
toca por fin las playas españolas
débil barquilla en forma de canasta

adornada con lindas banderolas,
y brota al punto el inmortal Sagasta
cual Venus de la espuma de las olas.

",3,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4,2.0,1.0,1.0,1.0,4.0,3.0,1.0
92,"¡Todo lo soy! Cuando mi luz se mira
temblando sobre el lienzo, soy pintura,
si palpito en el mármol, escultura,
y música en el ritmo que suspira.

Soy el ensueño que al poeta inspira,
vivo, canto y esplendo en la Natura,
me sumerjo en el mar de la amargura
y de cada dolor forjo una lira.

Soy belleza y verdad, fiat esplendente
que brotando del verso Omnipotente
canto el grandioso e inmortal poema

que dio vida y belleza al Universo.
Brillo en las almas y en la luz del verso
me remonto hasta Dios, verdad Suprema.

",1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,1.0,1.0,1.0,3.0,3.0,3.0
93,"En un alegre y anchuroso llano
al pie de la muslímica Granada,
Boabdil entrega de su corte amada,
las llaves al Monarca castellano.

Tal concibió tu genio soberano
y hoy contempla la mente entusiasmada
una joya del Arte, que inspirada
trazó en el lienzo tu divina mano.

Al admirar tu cuadro portentoso,
orgullo patrio mi cerebro inflama
y miro en el monarca victorioso

de su talento colosal la llama;
en el moro vencido, al envidioso
y en la ciudad, el templo de la fama.

",1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0
94,"Como se ven por el cristal del río
los granos de sus límpidas arenas,
como se ven también las azucenas
a través de las gotas de rocío;

como en las noches del quemado estío
tras de las nubes blancas y serenas
se ve la luna, ¡cual las almas buenas
se ven detrás de su dolor impío!;

como por medio a la verdad se mira
la fe del corazón, que sin enojos
en el fulgor de la virtud se inspira,

así quisiera en mi aparente calma,
a través de las niñas de tus ojos
mirar los sentimientos de tu alma.

",1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0
95,"Al venir a este valle de sonrojos,
en dicha estéril, en dolor fecundo,
sentiste en tu suspiro moribundo
punzarte el aguijón de sus abrojos.

Ni una sonrisa de tus labios rojos
pude escaparse en tu pesar profundo,
y al llegar a las puertas de este mundo
cerraste con desdén los tristes ojos.

Pasaste como estrella desgajada
que, fugaz por la atmósfera cruzando,
va a perderse en la bóveda azulada.

Y es que dijiste, en tu dolor pensando:
-Para siempre volver quiero a la nada,
que no nacer para vivir llorando.

",1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0,1.0,1.0,0.0,0.0,0.0,1.0,2,3.0,1.0,2.0,2.0,2.0,2.0,2.0
96,"Corazón que te has vuelto como un niño aterrado
al que el más leve ruido paraliza de horror,
yo no sé como aguantas el dolor continuado
de las devastaciones de tu vida interior.

De lirismo y de pena vives tan enconado
que tus llagas parecen despedir resplandor,
cualquier sombra que enturbie tu círculo alumbrado
hace vibrar tu vida con enorme dolor.

Es que nada en la vida te encuentra indiferente,
es que el dolor de todos vibra en ti largamente
como un nervio que toca una mano brutal;

¡es la vida de todos, tu vida hecha pedazos!
y se te ha muerto ha tiempo, como a un hijo en los brazos
la conciencia egoísta de tu yo terrenal.

",1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,2,3.0,2.0,2.0,2.0,3.0,2.0,2.0
97,"Muere Jesús del Gólgota en la cumbre,
con amor perdonando al que le hería,
siente deshecho el corazón María
del dolor en la inmensa pesadumbre.

Se aleja con pavor la muchedumbre
cumplida ya la Santa Profecía,
tiembla la tierra, el iluminar del día
cegando a tal horror, pierde su lumbre.

Se abren las tumbas, se desgarra el velo,
y a impulsos de un amor grande y fecundo
parece estar la cruz, signo de duelo,

cerrando augusta con el pie el profundo,
con la excelsa cabeza abriendo el cielo
y con los brazos abarcando el mundo.

",1,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1,3.0,2.0,3.0,3.0,1.0,1.0,1.0
98,"A Limano jurábale Filena
guardar la fe que a su pasión debía;
""antes la luz me falte"", repetía,
y sus promesas escribió en la arena.

El viento que la mueve y desordena
poco a poco lo escrito deshacía,
y al verlo la pastora falsa y fría
de su memoria lo borró sin pena.

Así la fe se guarda y asegura
en pecho femenil;`¡qué documento
para quien cifra en ella su ventura,

si aún la que ofrece amor con juramento,
cuanto dice y escribe y cuanto jura,
es arena que mueve cualquier viento!

",1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,3,2.0,3.0,1.0,3.0,2.0,1.0,1.0
99,"Mi humilde ruego despreciaste esquiva,
cuando, ¡infeliz!, te requerí de amores
y aun de hablarte en mi pena y mis dolores,
cierto o fingido, tu desdén me priva.

Pero el ardor de mi pasión se aviva
y destrozan volcánicos temblores
mi tierno corazón, como a las flores
nacientes, fiero el vendaval derriba.

Porque a pesar del triste apartamiento
a que me tienes, Laura, condenado
y del puñal que traspasarme siento,

te ven mis ojos de virtud dechado:
y no sirve la voz del escarmiento
a quien de veras gime enamorado.

",1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,0.0,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0
101,"Odio en el pecho y en la mano tea,
por cetro el vil puñal, y por corona
ese ateísmo atroz de que blasona
con voces de chacal su infiel ralea...

Por banderín un trapo en que campea,
con sonrisa entre pérfida y burlona
la silueta de impúdica matrona
guiando al monstruo en la brutal pelea...

¿Quién habrá, quién, que a su impiedad se oponga,
y al ver la ruina de la Patria exponga
el pecho al golpe de infernal venablo?

¡No será el neutro, no, quien se decida,
bien hallado a poner toda su vida
al Señor una vela y otra al diablo!

",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,2,3.0,4.0,1.0,3.0,2.0,1.0,1.0
102,"¡Espíritu de amor, tres veces santo,
espíritu de paz y de consuelo,
fuego divino que al bajar del Cielo
diste gozo a la Grey y al lobo espanto!

Tú, de la amarga vida dulce encanto,
tiende a nosotros hoy el raudo vuelo,
y con tus níveas alas cubre el suelo,
y suene en tu alabanza eterno canto.

Brille tu pura, inextinguible llama
que amante los más fríos corazones
en la divina claridad inflama;

Tú ilustras a las bárbaras naciones,
y por Ti se odia el mal, y el bien se ama;
infúndenos tus celestiales dones.

Y de ventura manantial fecundo
renovarás la faz del triste mundo.

",1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0
103,"Reina en París unánime alegría:
y toda plaza y toda calle suena,
de alborozada muchedumbre llena,
que celebra del año el primer día.

Mas, solitaria en tanto el alma mía,
con el contento, y la ventura ajena,
siente aumentarse su profunda pena,
y su tedio y mortal melancolía.

En vano la esperanza me halagaba:
para mí ¡ay triste! el año nuevo empieza
tan desgraciado cual su hermano acaba:

¡aún el mal no remite su crudeza
que mi cuerpo consume, aún gime esclava
el alma del hastío y la tristeza!

",1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,0.0,0.0,0.0,2,2.0,1.0,2.0,2.0,1.0,1.0,1.0
104,"¿Por qué, por qué te conocí tan tarde?
¿Por qué, si ya no puedes ser tú mía,
sentí, al verte, tan honda simpatía,
y la lengua, al hablar, tembló cobarde?

Adiós, adiós: no será bien que aguarde
que crezca junto a ti de día en día
el crudo fuego que, si ayer nacía,
hoy ya con llamas tan intensas arde.

Adiós, que amarte yo fuera delito
y de tu gran belleza seductora
el fiero riesgo con la ausencia evito:

que un recuerdo le des tan sólo implora
el que de ti purísimo y bendito
eternamente lo tendrá, Señora.

",1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1,4.0,4.0,1.0,1.0,1.0,1.0,1.0
105,"Oh de la triste humanidad verdugo,
de todo mal origen, Amor ciego,
¿Por qué, di, al que me abrasa en vivo fuego
no amarraste conmigo al mismo yugo?

¡Ingrato! un tiempo mi beldad le plugo;
mas por otra mujer me olvidó luego
y hoy desdeñada cruel mi humilde ruego,
mi ardiente llanto que jamás enjugo.

Y en vano esfuerzos y promesas hago
de olvidar a tan bárbaro enemigo
por otro que a mi amor de digno pago.

¡Ay! que adorarle menos no consigo:
antes le ruego más y más le halago
mientras más desdeñoso está conmigo.

",1,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0,1.0,2,3.0,4.0,1.0,3.0,1.0,1.0,1.0
106,"En el rico vastísimo universo
jamás tu objeto se ofreció al sentido,
concepto por mi solo producido,
cuando conmigo en soledad converso.

¡Cuántas veces probó a expresarte el verso,
porque no yazgas en eterno olvido!
Mas, apenas te dio forma y vestido,
eres en todo ya de ti diverso.

Si tal cual te concibo te expresara,
nada hay que tanto al universo asombre,
cual lo asombrase tu belleza rara:

vive en lo hondo del alma, sin que el hombre
te penetre jamás, pues no declara
tu misterioso ser cifra ni nombre.

",1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4,2.0,1.0,1.0,1.0,4.0,4.0,4.0
107,"Gloria Suprema del linaje humano,
que al griego excedes y al valor latino,
oh tú en quien plugo al Hacedor divino
juntar sus dones con profusa mano:

¡Oh grande vencedor del océano,
y vencedor más grande del destino,
descubridor de un mundo y adivino,
tipo ideal del héroe y del cristiano!

Sin duda el mundo ante grandezas tantas
absorto, y grato a tan heroicas penas,
del orbe el cetro colocó a tus plantas...

Mas ¡ay! de asombro y de dolor me llenas,
cuando indignadas tus cenizas santas
agitan en la tumba tus cadenas.

",2,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,2.0,1.0,1.0,1.0,4.0,4.0,4.0
108,"No tanto el rico abono te insolente
que hoy tan famosa te hace cual ya el oro,
que no es eterno, oh patria, tal tesoro
y su fin aceleras imprudente.

De haberlo poseído vanamente
te ha de quedar entonces el desdoro,
y la miseria y el inútil lloro
del que en hora tardía se arrepiente.

Que, aunque mil fuentes de riquezas tienes,
todas por ésta tu confianza olvida,
con que justo será que luego penes:

Teme que cuenta el Creador te pida
de tantos raros malogrados bienes
de que indigna la tierra te apellida.

",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1.0,1.0,1.0,1.0,0.0,2,2.0,3.0,1.0,3.0,4.0,2.0,2.0
109,"¡Bendita sea la feliz tibieza
con que, celosa de su pura fama,
pagó tu amor la aviñonense dama
que igualó su virtud con su belleza!

¡Benditos el rigor y la esquiveza
que acrisolaron tu amorosa llama,
y te valieron la gloriosa rama
que hoy enguirnalda tu feliz cabeza!

Así Apolo que a Dafne perseguía
cuando a abrazarla llega, sus congojas
sienten de un árbol la corteza fría.

Mas en sus ramas la deidad doliente
halla las verdes premiadoras hojas,
digna corona de su altiva frente.

",2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
110,"En triste noche, como yo sombría,
vuelvo con lento paso a la morada
alegre ayer, hoy muda y desolada
desde que no la habitas, madre mía.

¡A nadie le parece ya tardía
mi vuelta, ni conoce mi pisada,
ni con amor sonríe a mi llegada,
ni me pregunta en qué pasé mi día!

Entro: silencio en donde quier profundo
hallo; voy a tu estancia, y tu desierto
callado lecho en lágrimas inundo:

¡ningún consuelo en mi dolor advierto,
y al sentirme tan sólo en este mundo,
quisiera, oh madre, como tú, haber muerto!

",1,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,1.0,0.0,1.0,1,4.0,1.0,3.0,3.0,1.0,1.0,1.0
111,"Ven: de la odiada realidad amarga
róbame el doloroso sentimiento,
y de mi vida la insufrible carga
ten, oh Sueño, en tus brazos un momento.

¡Ay! que en senda tan áspera y tan larga
más grave al hombro cada vez la siento,
y más la cuesta la subida embarga
al pie cansado, cada vez más lento.

El peso horrible de la vida humana
alíviame esta noche fugitiva,
y a recibirle tornaré mañana;

hasta que al fin, doliente y compasiva,
venga, implorada, tu inmortal hermana
y en su seno piadoso me reciba.

",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.0,2.0,2.0,1.0,1.0,1.0
112,"¡Oh doloroso inolvidable día,
más negro que la noche más oscura!
Tú sellaste mi inmensa desventura,
en ti el sol, se eclipsó de mi alegría.

Tus lentas horas, en cadena impía,
insensibles al ¡ay! de mi ternura,
¡midieron como siglos de amargura,
de mi madre adorada la agonía!

Sé pues maldito, y entre todos triste,
nunca del astro con la luz te dores
que ardiente velo a tus hermanos viste:

¡negras nubes y vientos bramadores
te acompañen por siempre, oh tú que fuiste
el Viernes para mí de los dolores.

",1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,2,2.0,3.0,2.0,3.0,3.0,2.0,2.0
113,"Sigue, sigue, atrevido navegante,
por los mares remotos de occidente:
ni la onda insana, ni la ciega gente
rinda tu fe, ni tu valor espante:

que, si aún no existe la región gigante
que tu adivino corazón presiente,
por ti solo el favor omnipotente
hará que de las ondas se levante.

Y se presenta al fin; mírala: es ella,
madre del porvenir, Edén segundo,
reina del mar y de la tierra estrella;

la que aislaba el océano profundo,
para que virgen se guardara y bella,
y joven fuera en la vejez del mundo.

",2,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114,"Templa, Señor, tu rigurosa saña,
y a nosotros los ojos ya convierte
de tu dulce piedad; mira a la Muerte
embotar en nosotros su guadaña.

Nuestro sepulcro cada aurora baña
el llanto nuestro, y sin cesar se vierte;
ve a la peruana esposa, al joven fuerte
morir, y a la viuda en tierra extraña.

Morir en apartado suelo ajeno,
desventura mayor que otra ninguna,
excusa a los que viven: oh Dios bueno,
tu piedad a los nuestros nos reúna,

y nos de tumba en su materno seno
la dulce tierra que nos dio la cuna.

",1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,1.0,1.0,0.0,0.0,0.0,1.0,2,2.0,1.0,2.0,2.0,2.0,1.0,1.0
